json filename,image filename,prediction,actual category,checker
record_67.json,67_cam-image_array_.jpg,cat5,cat5,Correct
record_68.json,68_cam-image_array_.jpg,cat5,cat5,Correct
record_69.json,69_cam-image_array_.jpg,cat5,cat5,Correct
record_70.json,70_cam-image_array_.jpg,cat5,cat5,Correct
record_71.json,71_cam-image_array_.jpg,cat5,cat5,Correct
record_72.json,72_cam-image_array_.jpg,cat5,cat5,Correct
record_73.json,73_cam-image_array_.jpg,cat5,cat5,Correct
record_74.json,74_cam-image_array_.jpg,cat5,cat5,Correct
record_75.json,75_cam-image_array_.jpg,cat5,cat5,Correct
record_76.json,76_cam-image_array_.jpg,cat5,cat5,Correct
record_77.json,77_cam-image_array_.jpg,cat5,cat5,Correct
record_78.json,78_cam-image_array_.jpg,cat4,cat4,Correct
record_79.json,79_cam-image_array_.jpg,cat4,cat4,Correct
record_80.json,80_cam-image_array_.jpg,cat2,cat3,Wrong
record_81.json,81_cam-image_array_.jpg,cat2,cat2,Correct
record_82.json,82_cam-image_array_.jpg,cat1,cat1,Correct
record_83.json,83_cam-image_array_.jpg,cat1,cat1,Correct
record_84.json,84_cam-image_array_.jpg,cat1,cat1,Correct
record_85.json,85_cam-image_array_.jpg,cat1,cat1,Correct
record_86.json,86_cam-image_array_.jpg,cat1,cat1,Correct
record_87.json,87_cam-image_array_.jpg,cat1,cat1,Correct
record_88.json,88_cam-image_array_.jpg,cat1,cat1,Correct
record_89.json,89_cam-image_array_.jpg,cat1,cat1,Correct
record_90.json,90_cam-image_array_.jpg,cat1,cat1,Correct
record_91.json,91_cam-image_array_.jpg,cat1,cat1,Correct
record_92.json,92_cam-image_array_.jpg,cat1,cat1,Correct
record_93.json,93_cam-image_array_.jpg,cat2,cat2,Correct
record_94.json,94_cam-image_array_.jpg,cat2,cat2,Correct
record_95.json,95_cam-image_array_.jpg,cat4,cat4,Correct
record_96.json,96_cam-image_array_.jpg,cat2,cat5,Wrong
record_97.json,97_cam-image_array_.jpg,cat5,cat5,Correct
record_98.json,98_cam-image_array_.jpg,cat6,cat5,Wrong
record_99.json,99_cam-image_array_.jpg,cat6,cat5,Wrong
record_100.json,100_cam-image_array_.jpg,cat5,cat5,Correct
record_101.json,101_cam-image_array_.jpg,cat5,cat5,Correct
record_102.json,102_cam-image_array_.jpg,cat5,cat5,Correct
record_103.json,103_cam-image_array_.jpg,cat6,cat6,Correct
record_104.json,104_cam-image_array_.jpg,cat7,cat7,Correct
record_105.json,105_cam-image_array_.jpg,cat7,cat7,Correct
record_106.json,106_cam-image_array_.jpg,cat7,cat7,Correct
record_107.json,107_cam-image_array_.jpg,cat7,cat7,Correct
record_108.json,108_cam-image_array_.jpg,cat7,cat7,Correct
record_109.json,109_cam-image_array_.jpg,cat7,cat7,Correct
record_110.json,110_cam-image_array_.jpg,cat7,cat7,Correct
record_111.json,111_cam-image_array_.jpg,cat7,cat7,Correct
record_112.json,112_cam-image_array_.jpg,cat7,cat7,Correct
record_113.json,113_cam-image_array_.jpg,cat7,cat7,Correct
record_114.json,114_cam-image_array_.jpg,cat7,cat7,Correct
record_115.json,115_cam-image_array_.jpg,cat7,cat7,Correct
record_116.json,116_cam-image_array_.jpg,cat6,cat6,Correct
record_117.json,117_cam-image_array_.jpg,cat6,cat6,Correct
record_118.json,118_cam-image_array_.jpg,cat6,cat5,Wrong
record_119.json,119_cam-image_array_.jpg,cat5,cat5,Correct
record_120.json,120_cam-image_array_.jpg,cat5,cat5,Correct
record_121.json,121_cam-image_array_.jpg,cat7,cat5,Wrong
record_122.json,122_cam-image_array_.jpg,cat6,cat6,Correct
record_123.json,123_cam-image_array_.jpg,cat6,cat6,Correct
record_124.json,124_cam-image_array_.jpg,cat6,cat6,Correct
record_125.json,125_cam-image_array_.jpg,cat6,cat6,Correct
record_126.json,126_cam-image_array_.jpg,cat6,cat6,Correct
record_127.json,127_cam-image_array_.jpg,cat6,cat6,Correct
record_128.json,128_cam-image_array_.jpg,cat6,cat6,Correct
record_129.json,129_cam-image_array_.jpg,cat6,cat6,Correct
record_130.json,130_cam-image_array_.jpg,cat6,cat6,Correct
record_131.json,131_cam-image_array_.jpg,cat6,cat6,Correct
record_132.json,132_cam-image_array_.jpg,cat5,cat5,Correct
record_133.json,133_cam-image_array_.jpg,cat5,cat5,Correct
record_134.json,134_cam-image_array_.jpg,cat5,cat5,Correct
record_135.json,135_cam-image_array_.jpg,cat5,cat5,Correct
record_136.json,136_cam-image_array_.jpg,cat5,cat5,Correct
record_137.json,137_cam-image_array_.jpg,cat5,cat5,Correct
record_138.json,138_cam-image_array_.jpg,cat5,cat5,Correct
record_139.json,139_cam-image_array_.jpg,cat4,cat5,Wrong
record_140.json,140_cam-image_array_.jpg,cat5,cat5,Correct
record_141.json,141_cam-image_array_.jpg,cat5,cat5,Correct
record_142.json,142_cam-image_array_.jpg,cat5,cat5,Correct
record_143.json,143_cam-image_array_.jpg,cat5,cat5,Correct
record_144.json,144_cam-image_array_.jpg,cat5,cat5,Correct
record_145.json,145_cam-image_array_.jpg,cat5,cat6,Wrong
record_146.json,146_cam-image_array_.jpg,cat6,cat6,Correct
record_147.json,147_cam-image_array_.jpg,cat6,cat7,Wrong
record_148.json,148_cam-image_array_.jpg,cat5,cat7,Wrong
record_149.json,149_cam-image_array_.jpg,cat5,cat6,Wrong
record_150.json,150_cam-image_array_.jpg,cat5,cat6,Wrong
record_151.json,151_cam-image_array_.jpg,cat5,cat6,Wrong
record_152.json,152_cam-image_array_.jpg,cat5,cat6,Wrong
record_153.json,153_cam-image_array_.jpg,cat5,cat6,Wrong
record_154.json,154_cam-image_array_.jpg,cat2,cat6,Wrong
record_155.json,155_cam-image_array_.jpg,cat2,cat5,Wrong
record_156.json,156_cam-image_array_.jpg,cat5,cat4,Wrong
record_157.json,157_cam-image_array_.jpg,cat1,cat3,Wrong
record_158.json,158_cam-image_array_.jpg,cat1,cat3,Wrong
record_159.json,159_cam-image_array_.jpg,cat1,cat3,Wrong
record_160.json,160_cam-image_array_.jpg,cat1,cat3,Wrong
record_161.json,161_cam-image_array_.jpg,cat3,cat3,Correct
record_162.json,162_cam-image_array_.jpg,cat3,cat2,Wrong
record_163.json,163_cam-image_array_.jpg,cat3,cat1,Wrong
record_164.json,164_cam-image_array_.jpg,cat1,cat1,Correct
record_165.json,165_cam-image_array_.jpg,cat1,cat1,Correct
record_166.json,166_cam-image_array_.jpg,cat1,cat1,Correct
record_167.json,167_cam-image_array_.jpg,cat1,cat1,Correct
record_168.json,168_cam-image_array_.jpg,cat1,cat1,Correct
record_169.json,169_cam-image_array_.jpg,cat1,cat1,Correct
record_170.json,170_cam-image_array_.jpg,cat1,cat1,Correct
record_171.json,171_cam-image_array_.jpg,cat1,cat1,Correct
record_172.json,172_cam-image_array_.jpg,cat1,cat1,Correct
record_173.json,173_cam-image_array_.jpg,cat2,cat2,Correct
record_174.json,174_cam-image_array_.jpg,cat1,cat2,Wrong
record_175.json,175_cam-image_array_.jpg,cat5,cat3,Wrong
record_176.json,176_cam-image_array_.jpg,cat3,cat3,Correct
record_177.json,177_cam-image_array_.jpg,cat5,cat5,Correct
record_178.json,178_cam-image_array_.jpg,cat5,cat5,Correct
record_179.json,179_cam-image_array_.jpg,cat5,cat5,Correct
record_180.json,180_cam-image_array_.jpg,cat5,cat5,Correct
record_181.json,181_cam-image_array_.jpg,cat5,cat5,Correct
record_182.json,182_cam-image_array_.jpg,cat6,cat6,Correct
record_183.json,183_cam-image_array_.jpg,cat6,cat6,Correct
record_184.json,184_cam-image_array_.jpg,cat6,cat6,Correct
record_185.json,185_cam-image_array_.jpg,cat7,cat7,Correct
record_186.json,186_cam-image_array_.jpg,cat5,cat7,Wrong
record_187.json,187_cam-image_array_.jpg,cat5,cat7,Wrong
record_188.json,188_cam-image_array_.jpg,cat7,cat7,Correct
record_189.json,189_cam-image_array_.jpg,cat7,cat7,Correct
record_190.json,190_cam-image_array_.jpg,cat7,cat7,Correct
record_191.json,191_cam-image_array_.jpg,cat7,cat7,Correct
record_192.json,192_cam-image_array_.jpg,cat7,cat7,Correct
record_193.json,193_cam-image_array_.jpg,cat5,cat7,Wrong
record_194.json,194_cam-image_array_.jpg,cat7,cat7,Correct
record_195.json,195_cam-image_array_.jpg,cat7,cat7,Correct
record_196.json,196_cam-image_array_.jpg,cat7,cat7,Correct
record_197.json,197_cam-image_array_.jpg,cat7,cat7,Correct
record_198.json,198_cam-image_array_.jpg,cat5,cat7,Wrong
record_199.json,199_cam-image_array_.jpg,cat6,cat6,Correct
record_200.json,200_cam-image_array_.jpg,cat5,cat5,Correct
record_201.json,201_cam-image_array_.jpg,cat5,cat5,Correct
record_202.json,202_cam-image_array_.jpg,cat5,cat5,Correct
record_203.json,203_cam-image_array_.jpg,cat5,cat5,Correct
record_204.json,204_cam-image_array_.jpg,cat5,cat5,Correct
record_205.json,205_cam-image_array_.jpg,cat5,cat5,Correct
record_206.json,206_cam-image_array_.jpg,cat5,cat5,Correct
record_207.json,207_cam-image_array_.jpg,cat5,cat5,Correct
record_208.json,208_cam-image_array_.jpg,cat5,cat5,Correct
record_209.json,209_cam-image_array_.jpg,cat5,cat5,Correct
record_210.json,210_cam-image_array_.jpg,cat5,cat5,Correct
record_211.json,211_cam-image_array_.jpg,cat5,cat5,Correct
record_212.json,212_cam-image_array_.jpg,cat5,cat5,Correct
record_213.json,213_cam-image_array_.jpg,cat5,cat5,Correct
record_214.json,214_cam-image_array_.jpg,cat5,cat5,Correct
record_215.json,215_cam-image_array_.jpg,cat5,cat5,Correct
record_216.json,216_cam-image_array_.jpg,cat5,cat5,Correct
record_217.json,217_cam-image_array_.jpg,cat5,cat4,Wrong
record_218.json,218_cam-image_array_.jpg,cat5,cat4,Wrong
record_219.json,219_cam-image_array_.jpg,cat4,cat4,Correct
record_220.json,220_cam-image_array_.jpg,cat4,cat4,Correct
record_221.json,221_cam-image_array_.jpg,cat4,cat4,Correct
record_222.json,222_cam-image_array_.jpg,cat4,cat4,Correct
record_223.json,223_cam-image_array_.jpg,cat4,cat4,Correct
record_224.json,224_cam-image_array_.jpg,cat5,cat4,Wrong
record_225.json,225_cam-image_array_.jpg,cat2,cat4,Wrong
record_226.json,226_cam-image_array_.jpg,cat2,cat4,Wrong
record_227.json,227_cam-image_array_.jpg,cat2,cat4,Wrong
record_228.json,228_cam-image_array_.jpg,cat3,cat3,Correct
record_229.json,229_cam-image_array_.jpg,cat2,cat2,Correct
record_230.json,230_cam-image_array_.jpg,cat2,cat2,Correct
record_231.json,231_cam-image_array_.jpg,cat2,cat2,Correct
record_232.json,232_cam-image_array_.jpg,cat2,cat2,Correct
record_233.json,233_cam-image_array_.jpg,cat2,cat2,Correct
record_234.json,234_cam-image_array_.jpg,cat2,cat2,Correct
record_235.json,235_cam-image_array_.jpg,cat2,cat2,Correct
record_236.json,236_cam-image_array_.jpg,cat2,cat2,Correct
record_237.json,237_cam-image_array_.jpg,cat2,cat2,Correct
record_238.json,238_cam-image_array_.jpg,cat2,cat2,Correct
record_239.json,239_cam-image_array_.jpg,cat2,cat2,Correct
record_240.json,240_cam-image_array_.jpg,cat3,cat3,Correct
record_241.json,241_cam-image_array_.jpg,cat3,cat3,Correct
record_242.json,242_cam-image_array_.jpg,cat3,cat3,Correct
record_243.json,243_cam-image_array_.jpg,cat1,cat4,Wrong
record_244.json,244_cam-image_array_.jpg,cat4,cat4,Correct
record_245.json,245_cam-image_array_.jpg,cat4,cat4,Correct
record_246.json,246_cam-image_array_.jpg,cat5,cat4,Wrong
record_247.json,247_cam-image_array_.jpg,cat6,cat5,Wrong
record_248.json,248_cam-image_array_.jpg,cat6,cat6,Correct
record_249.json,249_cam-image_array_.jpg,cat6,cat6,Correct
record_250.json,250_cam-image_array_.jpg,cat7,cat7,Correct
record_251.json,251_cam-image_array_.jpg,cat8,cat8,Correct
record_252.json,252_cam-image_array_.jpg,cat7,cat8,Wrong
record_253.json,253_cam-image_array_.jpg,cat5,cat8,Wrong
record_254.json,254_cam-image_array_.jpg,cat9,cat8,Wrong
record_255.json,255_cam-image_array_.jpg,cat1,cat8,Wrong
record_256.json,256_cam-image_array_.jpg,cat8,cat8,Correct
record_257.json,257_cam-image_array_.jpg,cat8,cat8,Correct
record_258.json,258_cam-image_array_.jpg,cat8,cat8,Correct
record_259.json,259_cam-image_array_.jpg,cat7,cat8,Wrong
record_260.json,260_cam-image_array_.jpg,cat7,cat8,Wrong
record_261.json,261_cam-image_array_.jpg,cat8,cat8,Correct
record_262.json,262_cam-image_array_.jpg,cat8,cat8,Correct
record_263.json,263_cam-image_array_.jpg,cat8,cat8,Correct
record_264.json,264_cam-image_array_.jpg,cat9,cat8,Wrong
record_265.json,265_cam-image_array_.jpg,cat7,cat7,Correct
record_266.json,266_cam-image_array_.jpg,cat7,cat7,Correct
record_267.json,267_cam-image_array_.jpg,cat7,cat6,Wrong
record_268.json,268_cam-image_array_.jpg,cat5,cat5,Correct
record_269.json,269_cam-image_array_.jpg,cat2,cat5,Wrong
record_270.json,270_cam-image_array_.jpg,cat7,cat5,Wrong
record_271.json,271_cam-image_array_.jpg,cat5,cat5,Correct
record_272.json,272_cam-image_array_.jpg,cat5,cat5,Correct
record_273.json,273_cam-image_array_.jpg,cat5,cat5,Correct
record_274.json,274_cam-image_array_.jpg,cat5,cat5,Correct
record_275.json,275_cam-image_array_.jpg,cat5,cat5,Correct
record_276.json,276_cam-image_array_.jpg,cat5,cat5,Correct
record_277.json,277_cam-image_array_.jpg,cat5,cat5,Correct
record_278.json,278_cam-image_array_.jpg,cat5,cat5,Correct
record_279.json,279_cam-image_array_.jpg,cat5,cat5,Correct
record_280.json,280_cam-image_array_.jpg,cat5,cat5,Correct
record_281.json,281_cam-image_array_.jpg,cat5,cat5,Correct
record_282.json,282_cam-image_array_.jpg,cat5,cat5,Correct
record_283.json,283_cam-image_array_.jpg,cat5,cat5,Correct
record_284.json,284_cam-image_array_.jpg,cat4,cat4,Correct
record_285.json,285_cam-image_array_.jpg,cat4,cat4,Correct
record_286.json,286_cam-image_array_.jpg,cat4,cat4,Correct
record_287.json,287_cam-image_array_.jpg,cat4,cat4,Correct
record_288.json,288_cam-image_array_.jpg,cat3,cat3,Correct
record_289.json,289_cam-image_array_.jpg,cat3,cat3,Correct
record_290.json,290_cam-image_array_.jpg,cat3,cat3,Correct
record_291.json,291_cam-image_array_.jpg,cat3,cat3,Correct
record_292.json,292_cam-image_array_.jpg,cat3,cat3,Correct
record_293.json,293_cam-image_array_.jpg,cat3,cat3,Correct
record_294.json,294_cam-image_array_.jpg,cat3,cat3,Correct
record_295.json,295_cam-image_array_.jpg,cat3,cat3,Correct
record_296.json,296_cam-image_array_.jpg,cat3,cat3,Correct
record_297.json,297_cam-image_array_.jpg,cat3,cat3,Correct
record_298.json,298_cam-image_array_.jpg,cat3,cat3,Correct
record_299.json,299_cam-image_array_.jpg,cat3,cat3,Correct
record_300.json,300_cam-image_array_.jpg,cat3,cat3,Correct
record_301.json,301_cam-image_array_.jpg,cat3,cat3,Correct
record_302.json,302_cam-image_array_.jpg,cat4,cat4,Correct
record_303.json,303_cam-image_array_.jpg,cat2,cat5,Wrong
record_304.json,304_cam-image_array_.jpg,cat5,cat5,Correct
record_305.json,305_cam-image_array_.jpg,cat2,cat6,Wrong
record_306.json,306_cam-image_array_.jpg,cat2,cat6,Wrong
record_307.json,307_cam-image_array_.jpg,cat6,cat6,Correct
record_308.json,308_cam-image_array_.jpg,cat6,cat6,Correct
record_309.json,309_cam-image_array_.jpg,cat6,cat6,Correct
record_310.json,310_cam-image_array_.jpg,cat6,cat6,Correct
record_311.json,311_cam-image_array_.jpg,cat6,cat6,Correct
record_312.json,312_cam-image_array_.jpg,cat6,cat6,Correct
record_313.json,313_cam-image_array_.jpg,cat6,cat6,Correct
record_314.json,314_cam-image_array_.jpg,cat6,cat6,Correct
record_315.json,315_cam-image_array_.jpg,cat7,cat4,Wrong
record_316.json,316_cam-image_array_.jpg,cat3,cat3,Correct
record_317.json,317_cam-image_array_.jpg,cat3,cat3,Correct
record_318.json,318_cam-image_array_.jpg,cat3,cat3,Correct
record_319.json,319_cam-image_array_.jpg,cat3,cat3,Correct
record_320.json,320_cam-image_array_.jpg,cat2,cat2,Correct
record_321.json,321_cam-image_array_.jpg,cat2,cat2,Correct
record_322.json,322_cam-image_array_.jpg,cat2,cat2,Correct
record_323.json,323_cam-image_array_.jpg,cat2,cat2,Correct
record_324.json,324_cam-image_array_.jpg,cat2,cat2,Correct
record_325.json,325_cam-image_array_.jpg,cat2,cat2,Correct
record_326.json,326_cam-image_array_.jpg,cat2,cat2,Correct
record_327.json,327_cam-image_array_.jpg,cat2,cat2,Correct
record_328.json,328_cam-image_array_.jpg,cat3,cat3,Correct
record_329.json,329_cam-image_array_.jpg,cat3,cat3,Correct
record_330.json,330_cam-image_array_.jpg,cat5,cat5,Correct
record_331.json,331_cam-image_array_.jpg,cat5,cat5,Correct
record_332.json,332_cam-image_array_.jpg,cat5,cat5,Correct
record_333.json,333_cam-image_array_.jpg,cat5,cat5,Correct
record_334.json,334_cam-image_array_.jpg,cat5,cat5,Correct
record_335.json,335_cam-image_array_.jpg,cat5,cat5,Correct
record_336.json,336_cam-image_array_.jpg,cat5,cat5,Correct
record_337.json,337_cam-image_array_.jpg,cat5,cat5,Correct
record_338.json,338_cam-image_array_.jpg,cat5,cat5,Correct
record_339.json,339_cam-image_array_.jpg,cat5,cat5,Correct
record_340.json,340_cam-image_array_.jpg,cat5,cat5,Correct
record_341.json,341_cam-image_array_.jpg,cat5,cat5,Correct
record_342.json,342_cam-image_array_.jpg,cat5,cat5,Correct
record_343.json,343_cam-image_array_.jpg,cat5,cat5,Correct
record_344.json,344_cam-image_array_.jpg,cat6,cat6,Correct
record_345.json,345_cam-image_array_.jpg,cat6,cat6,Correct
record_346.json,346_cam-image_array_.jpg,cat6,cat6,Correct
record_347.json,347_cam-image_array_.jpg,cat6,cat6,Correct
record_348.json,348_cam-image_array_.jpg,cat6,cat6,Correct
record_349.json,349_cam-image_array_.jpg,cat7,cat6,Wrong
record_350.json,350_cam-image_array_.jpg,cat7,cat7,Correct
record_351.json,351_cam-image_array_.jpg,cat7,cat7,Correct
record_352.json,352_cam-image_array_.jpg,cat8,cat7,Wrong
record_353.json,353_cam-image_array_.jpg,cat8,cat7,Wrong
record_354.json,354_cam-image_array_.jpg,cat8,cat7,Wrong
record_355.json,355_cam-image_array_.jpg,cat7,cat7,Correct
record_356.json,356_cam-image_array_.jpg,cat7,cat7,Correct
record_357.json,357_cam-image_array_.jpg,cat7,cat7,Correct
record_358.json,358_cam-image_array_.jpg,cat7,cat7,Correct
record_359.json,359_cam-image_array_.jpg,cat7,cat7,Correct
record_360.json,360_cam-image_array_.jpg,cat7,cat7,Correct
record_361.json,361_cam-image_array_.jpg,cat7,cat7,Correct
record_362.json,362_cam-image_array_.jpg,cat7,cat7,Correct
record_363.json,363_cam-image_array_.jpg,cat7,cat7,Correct
record_364.json,364_cam-image_array_.jpg,cat7,cat7,Correct
record_365.json,365_cam-image_array_.jpg,cat8,cat6,Wrong
record_366.json,366_cam-image_array_.jpg,cat6,cat6,Correct
record_367.json,367_cam-image_array_.jpg,cat6,cat6,Correct
record_368.json,368_cam-image_array_.jpg,cat6,cat6,Correct
record_369.json,369_cam-image_array_.jpg,cat6,cat6,Correct
record_370.json,370_cam-image_array_.jpg,cat6,cat6,Correct
record_371.json,371_cam-image_array_.jpg,cat5,cat6,Wrong
record_372.json,372_cam-image_array_.jpg,cat5,cat5,Correct
record_373.json,373_cam-image_array_.jpg,cat5,cat5,Correct
record_374.json,374_cam-image_array_.jpg,cat5,cat5,Correct
record_375.json,375_cam-image_array_.jpg,cat5,cat5,Correct
record_376.json,376_cam-image_array_.jpg,cat5,cat5,Correct
record_377.json,377_cam-image_array_.jpg,cat4,cat5,Wrong
record_378.json,378_cam-image_array_.jpg,cat3,cat5,Wrong
record_379.json,379_cam-image_array_.jpg,cat3,cat5,Wrong
record_380.json,380_cam-image_array_.jpg,cat4,cat4,Correct
record_381.json,381_cam-image_array_.jpg,cat3,cat3,Correct
record_382.json,382_cam-image_array_.jpg,cat3,cat3,Correct
record_383.json,383_cam-image_array_.jpg,cat3,cat3,Correct
record_384.json,384_cam-image_array_.jpg,cat3,cat4,Wrong
record_385.json,385_cam-image_array_.jpg,cat4,cat4,Correct
record_386.json,386_cam-image_array_.jpg,cat4,cat4,Correct
record_387.json,387_cam-image_array_.jpg,cat4,cat4,Correct
record_388.json,388_cam-image_array_.jpg,cat4,cat4,Correct
record_389.json,389_cam-image_array_.jpg,cat4,cat4,Correct
record_390.json,390_cam-image_array_.jpg,cat4,cat4,Correct
record_391.json,391_cam-image_array_.jpg,cat4,cat4,Correct
record_392.json,392_cam-image_array_.jpg,cat4,cat4,Correct
record_393.json,393_cam-image_array_.jpg,cat4,cat4,Correct
record_394.json,394_cam-image_array_.jpg,cat5,cat4,Wrong
record_395.json,395_cam-image_array_.jpg,cat5,cat4,Wrong
record_396.json,396_cam-image_array_.jpg,cat4,cat4,Correct
record_397.json,397_cam-image_array_.jpg,cat2,cat4,Wrong
record_398.json,398_cam-image_array_.jpg,cat4,cat4,Correct
record_399.json,399_cam-image_array_.jpg,cat1,cat4,Wrong
record_400.json,400_cam-image_array_.jpg,cat2,cat4,Wrong
record_401.json,401_cam-image_array_.jpg,cat4,cat4,Correct
record_402.json,402_cam-image_array_.jpg,cat4,cat4,Correct
record_403.json,403_cam-image_array_.jpg,cat1,cat4,Wrong
record_404.json,404_cam-image_array_.jpg,cat4,cat4,Correct
record_405.json,405_cam-image_array_.jpg,cat1,cat4,Wrong
record_406.json,406_cam-image_array_.jpg,cat4,cat4,Correct
record_407.json,407_cam-image_array_.jpg,cat4,cat4,Correct
record_408.json,408_cam-image_array_.jpg,cat2,cat4,Wrong
record_409.json,409_cam-image_array_.jpg,cat4,cat4,Correct
record_410.json,410_cam-image_array_.jpg,cat5,cat4,Wrong
record_411.json,411_cam-image_array_.jpg,cat1,cat4,Wrong
record_412.json,412_cam-image_array_.jpg,cat1,cat4,Wrong
record_413.json,413_cam-image_array_.jpg,cat1,cat4,Wrong
record_414.json,414_cam-image_array_.jpg,cat1,cat4,Wrong
record_415.json,415_cam-image_array_.jpg,cat1,cat4,Wrong
record_416.json,416_cam-image_array_.jpg,cat1,cat5,Wrong
record_417.json,417_cam-image_array_.jpg,cat6,cat5,Wrong
record_418.json,418_cam-image_array_.jpg,cat5,cat5,Correct
record_419.json,419_cam-image_array_.jpg,cat5,cat5,Correct
record_420.json,420_cam-image_array_.jpg,cat5,cat5,Correct
record_421.json,421_cam-image_array_.jpg,cat6,cat5,Wrong
record_422.json,422_cam-image_array_.jpg,cat6,cat7,Wrong
record_423.json,423_cam-image_array_.jpg,cat5,cat7,Wrong
record_424.json,424_cam-image_array_.jpg,cat6,cat7,Wrong
record_425.json,425_cam-image_array_.jpg,cat6,cat7,Wrong
record_426.json,426_cam-image_array_.jpg,cat6,cat7,Wrong
record_427.json,427_cam-image_array_.jpg,cat6,cat7,Wrong
record_428.json,428_cam-image_array_.jpg,cat5,cat7,Wrong
record_429.json,429_cam-image_array_.jpg,cat5,cat7,Wrong
record_430.json,430_cam-image_array_.jpg,cat6,cat6,Correct
record_431.json,431_cam-image_array_.jpg,cat5,cat5,Correct
record_432.json,432_cam-image_array_.jpg,cat5,cat5,Correct
record_433.json,433_cam-image_array_.jpg,cat5,cat4,Wrong
